BALANCE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,response
30000,32,1,3,2,0,27807,27078,26363,27379,0,0,1758,2332,default
90000,26,0,0,-2,-2,70182,-18,-18,-18,0,0,0,0,notdefault
230000,31,-1,-1,-1,-1,903,1711,1292,885,1711,1292,885,1292,default
90000,30,2,2,0,0,64937,63240,51426,37872,0,1798,1426,1450,notdefault
20000,22,1,2,2,0,19438,20528,19464,18604,1700,0,700,620,default
30000,38,2,0,0,0,25080,26460,27042,27617,1800,2000,1400,1300,notdefault
160000,50,-1,2,-1,0,3139,1473,1863,390,0,1863,0,930,notdefault
20000,24,-1,-1,-1,-1,625,702,316,316,709,316,316,316,default
500000,34,-1,-1,-1,2,154085,4373,65539,62450,4373,62450,0,500,notdefault
50000,26,0,0,0,0,41003,42032,42699,43617,1733,1400,1300,1271,notdefault
50000,38,2,3,2,0,64760,60747,54902,54280,2000,0,1200,15000,notdefault
250000,42,0,0,0,0,255473,256003,254970,209124,11300,12177,7200,8000,notdefault
290000,46,-1,-1,-2,-1,2052,4146,700,5055,4146,700,5077,694,notdefault
120000,53,2,0,0,2,66963,68780,70830,71557,3500,3800,2500,2804,default
200000,35,-1,-1,-1,-1,1992,8287,9427,2040,8290,9427,2240,16000,notdefault
110000,28,1,2,0,0,112597,107799,108464,110737,0,4000,4000,8500,default
200000,33,0,0,0,0,80012,81703,83290,85085,2972,2952,3107,6056,default
120000,27,2,-1,-1,-1,390,390,390,780,390,390,780,0,notdefault
100000,38,0,-1,-1,-1,1473,390,390,1170,390,390,1170,0,notdefault
30000,27,0,0,0,0,4512,6628,9222,6368,2205,2111,2376,0,notdefault
20000,24,1,2,3,2,9739,12322,3023,2748,3023,0,0,12351,notdefault
350000,43,-2,-2,-2,-2,2878,0,850,7980,0,850,3990,45406,notdefault
230000,37,0,0,0,0,89299,90714,86954,76098,5000,5000,3000,4000,notdefault
180000,31,0,0,0,0,12805,11784,13589,15301,2000,2000,2000,1000,notdefault
180000,36,0,0,0,0,134496,136613,133557,129909,6600,6600,6000,6000,notdefault
490000,28,0,0,0,0,108157,107692,108590,109389,4056,3993,3831,4111,notdefault
70000,30,2,2,2,2,56448,57550,58008,58957,2600,2000,2500,2500,default
70000,25,0,0,0,2,50224,58639,11512,10586,10000,10000,0,10000,notdefault
50000,33,0,0,0,0,45226,46080,32218,20650,1618,1647,1050,0,notdefault
340000,52,-2,-2,-2,-2,3375,3267,-2,498,3283,0,500,11523,notdefault
20000,34,-1,-1,-1,-1,13936,8643,1973,17711,8735,1973,17711,2000,notdefault
80000,22,-1,-1,0,0,10439,11501,12113,-33,11501,1000,33,2871,notdefault
50000,34,0,0,0,0,47303,48427,48069,49081,2807,3008,2812,2000,notdefault
250000,39,0,0,0,0,196409,182372,191040,199400,6023,15000,10011,11214,notdefault
50000,45,0,0,0,2,26615,22241,23406,15379,2000,2000,0,1500,notdefault
100000,37,-1,-1,-1,-1,390,0,780,0,0,780,0,0,notdefault
50000,26,-1,-1,-1,-1,1389,722,179,10100,722,179,10100,13285,notdefault
300000,25,1,2,0,0,237155,231932,238917,230083,102,11672,9700,1053,default
230000,31,1,-1,-1,-1,-22,227,3480,3555,249,3480,3555,0,default
20000,38,-1,-1,0,0,1118,12776,11417,16449,12783,1000,6782,670,notdefault
110000,24,0,0,2,0,111863,111569,110768,110480,6001,5000,5060,2000,notdefault
160000,55,-2,-2,-1,0,-64,-64,140184,141992,0,140248,6600,5122,notdefault
480000,57,-1,-1,-2,-1,7066,2328,4279,24973,6378,5096,25173,25896,notdefault
20000,34,0,0,0,-2,19569,2700,0,0,1000,0,0,0,default
130000,29,0,0,-1,-1,9700,0,72,10458,0,72,10458,0,notdefault
50000,52,2,0,0,0,48970,49366,49803,49830,2100,2128,2079,1896,notdefault
320000,50,-1,-1,-1,-1,885,2116,11481,0,2116,11481,0,0,notdefault
50000,55,0,0,0,0,45698,49270,48186,20127,6000,2044,3150,1000,notdefault
40000,60,0,0,0,0,14019,15780,18519,21058,2000,3000,3000,6000,notdefault
390000,44,-1,-1,-1,0,4197,4688,63661,60616,4711,63701,1214,1241,notdefault
50000,30,0,0,0,0,46652,45235,23299,22672,2014,1600,1400,429,notdefault
160000,28,-1,-1,-1,0,1049,2058,2164,3975,2060,2164,2000,1500,notdefault
70000,40,0,0,0,0,30346,27040,23756,18897,1681,1635,1463,525,notdefault
50000,34,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
60000,23,0,0,0,2,22241,22719,25585,24053,2000,4000,0,2000,notdefault
70000,46,0,0,0,0,86919,83200,80389,75854,3000,3815,3064,1000,default
20000,30,0,0,-1,0,7534,4704,15226,16528,2000,15300,2000,0,notdefault
350000,49,1,-2,-2,-2,0,36011,8978,11925,36011,8978,11975,8574,notdefault
230000,24,0,0,0,0,69158,73712,68831,61534,8149,2214,5904,5542,notdefault
280000,55,-1,-1,0,0,2326,4917,4906,4707,4917,2453,2254,0,notdefault
280000,34,-2,-2,-2,-2,2793,1356,19497,10164,1356,19497,10173,1089,notdefault
200000,70,-1,-1,-1,0,7109,9999,5300,5300,10025,5300,0,0,notdefault
500000,42,0,0,0,0,237066,171440,177859,159518,20000,50000,10000,50000,notdefault
80000,30,2,0,0,0,38370,39448,58788,62814,2000,20000,5000,0,default
200000,53,0,0,0,0,98426,91948,17042,10075,52306,1000,212,102,notdefault
470000,27,2,2,2,2,296573,303320,307843,479978,13000,11001,0,10484,notdefault
380000,57,0,0,0,0,319243,357782,374313,371566,150039,30031,27403,15168,notdefault
310000,37,0,0,0,0,10513,11228,12222,12468,1193,1187,433,428,notdefault
20000,27,0,0,-1,2,17304,0,26373,26644,0,26373,1000,0,notdefault
280000,50,3,5,4,3,327918,321476,314931,176439,0,0,500,0,notdefault
90000,53,0,0,0,0,99905,87296,90388,56087,3763,5150,1100,977,notdefault
360000,32,0,0,0,0,11646,14124,23497,13128,5000,10000,5000,3500,notdefault
80000,25,0,0,0,0,76117,76660,46137,48218,2300,2200,3207,2000,notdefault
30000,24,1,3,2,2,23031,22393,21736,23192,0,0,1800,0,notdefault
60000,47,0,0,0,0,50469,43093,37137,26015,3329,3429,2015,2000,notdefault
50000,34,1,2,2,2,16501,15947,18134,17622,0,2500,0,2000,default
450000,69,-1,-1,-1,-1,2000,0,1173,0,0,1173,0,6265,default
100000,42,0,0,0,0,100699,94528,89010,81545,3368,3995,2800,3267,default
200000,33,0,0,0,0,15126,14633,14918,16992,3000,2000,5000,2000,notdefault
50000,35,0,0,0,0,16053,16024,25350,25738,2000,10000,1500,1000,notdefault
160000,53,0,0,0,0,123760,124218,124438,112113,6018,5810,4591,3524,notdefault
250000,37,0,0,-1,-1,43971,32009,13346,9163,1007,13346,9163,8338,notdefault
150000,34,1,2,2,2,52692,54229,55768,56266,3000,3000,2000,0,default
20000,30,2,0,0,0,15997,17336,18345,18643,1600,1602,900,900,default
210000,39,0,0,0,0,26749,34451,25200,19850,14000,3007,5000,1000,notdefault
20000,22,0,0,2,0,5473,7492,4988,11680,2300,0,102,1500,notdefault
180000,28,0,-1,-1,0,9796,500,3866,6019,500,3866,3300,7602,notdefault
410000,31,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
160000,59,-2,-2,-2,-2,-220,390,170,-220,1000,170,0,1000,notdefault
100000,23,0,0,0,0,67873,49285,49992,35518,2000,1600,2000,1500,notdefault
90000,29,0,0,0,0,88254,89080,89613,89532,4200,4000,3307,3453,notdefault
140000,40,0,0,0,0,102502,101164,99579,99004,5000,5000,5000,3000,notdefault
210000,35,0,0,0,0,37148,35754,34232,32331,2000,2000,2444,1342,notdefault
200000,40,2,2,0,0,208012,199367,202668,111486,0,8756,5003,10053,default
30000,24,0,0,0,0,17615,18338,19350,19734,1310,1322,706,885,notdefault
90000,23,-1,-1,-1,0,5802,4657,10967,14644,4657,10967,10000,249,notdefault
230000,38,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
110000,34,0,0,2,0,10827,11657,8428,9440,2500,0,1200,4000,notdefault
110000,36,-1,-1,-1,-1,2002,1056,4680,880,1056,4756,880,880,default
280000,30,-1,-1,-1,-1,29989,168,1206,300,168,1206,300,460,default
500000,41,0,0,0,0,190730,194336,197284,199489,8501,8001,6701,6321,notdefault
250000,25,-1,-1,-1,0,4769,6720,23393,13214,6720,23393,6000,0,notdefault
520000,37,-2,-2,-2,-2,4439,3487,7491,2310,3913,7494,2310,12000,notdefault
180000,44,0,0,0,0,161186,167080,170788,174764,10000,8000,7000,6000,notdefault
500000,48,0,0,0,0,107595,109605,113409,114191,5000,5571,4152,5000,notdefault
180000,33,-2,-2,-2,-2,0,0,0,0,0,0,0,653,notdefault
150000,24,-2,-2,-2,-2,1563,5689,490,0,5689,494,0,2893,notdefault
50000,28,-1,2,-1,0,2809,187,3135,937,0,3141,2,0,notdefault
90000,35,0,0,0,0,72112,73854,75526,77317,3500,3500,3652,10000,notdefault
50000,24,0,0,0,0,40246,41679,41688,32806,2128,3000,6000,1000,notdefault
20000,28,0,0,0,-2,12031,13446,0,0,5000,0,0,0,notdefault
60000,32,0,0,0,0,59738,59389,57656,58290,2700,2100,2100,2200,notdefault
350000,30,-2,-2,-2,-2,856,187,375,187,187,376,187,243,notdefault
100000,33,1,2,0,0,55066,53612,54720,55808,0,2000,1998,2068,notdefault
320000,39,0,0,0,0,103918,93768,91523,91579,9203,3317,3506,4218,notdefault
60000,26,0,0,0,0,56146,56929,55009,30181,2314,1459,914,1900,notdefault
60000,24,0,0,0,0,24608,18686,18571,18118,1400,1500,1295,3655,notdefault
90000,46,0,0,0,0,5965,6978,8152,9009,1120,1293,1150,500,default
80000,54,0,0,0,-1,12011,10484,12190,4000,3794,6000,6500,0,notdefault
200000,25,1,-2,-2,-2,2396,1823,1630,2203,1823,1630,2203,1443,notdefault
160000,35,2,2,2,0,155327,159293,154957,157788,8000,0,7300,7000,default
90000,27,1,2,0,0,94699,92290,90719,39902,0,4183,1600,1280,default
60000,53,-1,3,2,2,747,498,249,0,0,0,0,115800,notdefault
500000,42,-2,-1,-1,0,10889,26146,104279,103945,29987,104279,2085,1130,notdefault
130000,29,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
110000,28,0,0,0,0,53152,45002,42051,30803,1725,1774,1526,1100,notdefault
60000,29,2,2,2,2,40351,41387,42117,41140,2000,1685,0,1655,default
80000,25,0,0,0,0,65734,58048,53012,53571,3000,3404,2000,4000,notdefault
280000,42,1,-2,-1,0,-191,-191,5612,6917,0,6100,4000,3500,notdefault
20000,22,0,0,0,0,15090,15199,17111,18422,1500,3000,2000,779,notdefault
50000,36,0,0,0,0,47790,18114,18250,-14,2000,1000,2000,500,notdefault
220000,39,-2,-2,-2,-2,1557,4445,4292,1803,4478,4323,1812,2985,notdefault
50000,40,-1,-1,-1,-1,4860,8389,22049,8110,8389,22049,8117,3164,notdefault
360000,49,0,0,-1,-1,13219,8644,454,-2,3050,456,0,0,default
100000,38,0,0,0,0,62427,63922,65864,66578,2500,3000,2400,4000,notdefault
20000,48,0,0,0,0,19195,20089,16739,17486,1257,1368,1115,301,default
270000,38,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
300000,32,0,0,2,2,8077,10566,11293,12000,2800,1200,1200,9427,default
20000,40,0,0,0,-1,3135,2643,2454,2250,2000,2296,2296,2342,notdefault
90000,48,2,2,-2,-2,71900,0,0,0,0,0,0,0,default
200000,53,0,0,0,2,88895,79074,47318,21594,2600,3224,0,8000,notdefault
190000,53,0,0,0,0,173058,133198,131891,133516,6300,5000,5000,5000,notdefault
50000,41,0,0,0,0,46857,48080,49705,51400,2000,2400,3000,16087,notdefault
300000,26,0,0,0,0,10545,10421,15196,19406,3000,5000,5000,4000,notdefault
200000,37,1,-1,-1,-1,0,35000,5000,4000,35000,5000,4000,22800,notdefault
30000,24,0,0,0,0,31319,31181,31540,31016,1564,1800,1100,1500,notdefault
170000,39,0,0,0,0,142509,143339,125864,112300,5000,20000,6000,5000,notdefault
100000,34,0,0,0,0,19138,6630,4958,5314,1100,1254,1000,390,notdefault
160000,25,0,0,0,0,116744,94894,97589,78487,4000,4500,3000,3000,notdefault
300000,28,2,-1,-1,0,1314,168,1080,1080,170,1080,0,0,default
100000,23,-2,-2,-2,-2,45756,9187,5408,12920,9187,5408,12920,9656,notdefault
150000,46,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
260000,28,0,0,0,0,251811,256753,143240,150000,9388,5000,10000,14098,notdefault
10000,28,0,0,0,0,5757,6805,7662,8034,1300,1128,500,500,default
170000,42,0,0,0,0,4600,6519,7360,2437,2000,1000,2437,3103,notdefault
180000,49,0,0,0,0,63444,65420,67722,70970,3000,4000,5000,3000,notdefault
20000,23,-1,0,0,0,15879,15441,9124,12915,4000,2000,10000,500,notdefault
280000,25,0,0,0,0,196909,176261,174573,174488,6285,5897,5895,7747,notdefault
200000,27,1,3,2,2,183994,182427,182657,174547,5200,7000,0,13300,default
500000,42,0,0,0,0,506787,487049,478965,401635,21000,17414,12000,30000,default
20000,31,2,2,2,2,17727,18840,18255,20129,1700,0,2500,0,notdefault
120000,42,0,0,0,0,112237,114467,116900,119228,4097,4278,4308,11540,notdefault
120000,27,-1,-1,-1,-1,1164,1844,-7809,120680,1671,380,131062,2000,notdefault
200000,28,-1,-1,-1,-1,18134,18410,1213,9095,18410,1297,9113,18393,notdefault
200000,44,-1,-1,-1,-2,1785,750,0,0,757,0,0,708,notdefault
100000,28,-1,-1,-1,-1,557,1033,3667,2300,1033,3667,2300,1132,notdefault
350000,41,0,0,0,0,24297,25299,26329,27343,1411,1441,1455,998,notdefault
160000,29,-1,-1,-2,-1,1778,0,0,150,0,0,150,150,default
50000,44,1,2,3,2,13112,14679,15143,16892,2100,1000,2300,0,default
240000,38,0,0,0,0,138151,111189,75880,46407,6021,3004,4006,5000,notdefault
120000,37,-1,-1,-1,-1,32050,3872,52150,2740,3872,52150,2740,4626,notdefault
20000,34,1,2,0,0,15095,14459,12607,16430,0,6000,5000,3000,notdefault
50000,27,2,2,-2,-1,1884,570,180,2672,570,0,2672,3101,notdefault
490000,43,2,-1,-1,-2,3956,3081,0,0,3081,0,0,2236,default
200000,36,-2,-1,-1,-1,239,2925,3421,301,2925,3421,301,10217,notdefault
80000,47,0,0,0,0,78849,27733,28009,28977,1433,1489,1457,1016,notdefault
180000,40,-1,-1,-1,-1,899,2879,8750,9931,2879,8750,9931,0,notdefault
210000,36,0,0,0,0,54717,55522,54929,55696,2017,1900,1900,1925,notdefault
230000,47,-1,-1,-1,-1,5482,15900,1678,0,15900,1678,0,764,notdefault
180000,26,0,0,0,0,182026,111563,78169,0,4500,10056,200,2354,notdefault
280000,42,0,0,0,0,173092,160948,146106,97334,5853,4422,3138,2817,default
250000,30,0,0,0,0,156155,153647,153535,153122,5560,6809,5443,5376,notdefault
50000,33,2,2,0,0,60679,54947,54425,48313,0,4500,1200,71941,default
20000,32,0,0,0,0,4338,5355,6369,6891,1092,1106,628,0,notdefault
180000,32,-1,-1,-1,-1,1071,1671,1981,4241,1671,1981,4241,4542,default
190000,40,0,0,2,0,184276,191540,192422,150300,15000,6000,6000,4000,notdefault
440000,33,-1,2,-1,2,1137,343,812,168,0,1300,0,2777,default
80000,41,0,0,0,0,76015,77582,60311,62471,3008,3000,5000,10000,default
60000,29,2,0,0,0,58501,54932,85672,41483,2000,1900,1572,1000,default
80000,48,0,0,0,0,45174,41885,42832,23799,3000,3413,2000,5000,notdefault
110000,29,-1,-1,-1,-1,3261,1380,1380,2760,1380,1380,2760,0,notdefault
230000,34,-1,-1,-1,-1,2007,3220,6163,2765,3229,6191,2782,2055,notdefault
350000,42,2,0,0,0,320982,322788,272799,117867,12618,11127,4327,4261,default
60000,24,2,2,2,0,48945,52362,51255,52119,4549,0,2313,2044,default
150000,30,-2,-2,-2,-2,12516,5568,6106,4357,5568,6106,4357,0,notdefault
170000,28,0,0,0,0,20302,14653,7234,9908,3000,1000,5000,3205,notdefault
500000,34,0,0,0,0,80630,80112,81726,74297,3000,3006,2600,3000,notdefault
70000,22,0,0,0,0,72473,72189,71867,64534,3500,3427,3100,1200,notdefault
40000,27,0,0,0,0,30923,26175,27251,29397,5000,1522,10000,10000,notdefault
100000,54,0,0,0,0,95980,99056,100415,102666,4057,3232,3275,2290,notdefault
170000,31,0,0,-2,-2,6832,0,0,0,0,0,0,0,notdefault
310000,42,0,-1,-1,2,21692,19697,17257,7900,19697,2270,4,17161,notdefault
160000,30,-1,-1,-1,-1,1055,2579,1155,3334,2579,1155,3334,0,notdefault
140000,42,0,0,0,0,137952,141168,143215,61586,7000,6110,5000,10014,notdefault
50000,32,0,0,0,0,50764,50428,49564,21002,2200,1500,1500,2000,default
200000,25,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
50000,39,0,0,0,0,31514,32346,26223,25791,1710,1787,1295,825,notdefault
200000,27,-1,-1,-1,0,3592,3622,7990,10392,3622,7990,6000,0,default
150000,25,0,0,0,0,119788,112824,92456,80532,4728,3610,2377,1714,notdefault
300000,29,0,0,0,0,64437,65905,67344,69268,2000,2000,2500,2100,notdefault
130000,30,0,0,2,0,90864,104418,100455,38632,16000,0,1500,1395,notdefault
420000,40,-1,0,0,0,101873,99516,99873,100361,3517,3537,6810,0,notdefault
30000,24,-1,-1,-1,-1,3055,18392,640,0,18407,640,0,2583,notdefault
20000,40,3,2,2,2,300,300,300,300,0,0,0,0,default
480000,37,1,-1,-1,-1,6071,7994,8313,25714,8023,8351,25753,14012,notdefault
230000,28,-1,0,0,0,48144,51966,44477,39998,12000,2353,5000,0,notdefault
200000,25,0,0,0,0,108174,111378,113751,110828,5000,4200,3820,4000,default
70000,24,0,0,0,0,33602,41574,30777,30155,10096,3000,1005,2000,notdefault
20000,56,5,4,3,2,19977,19375,18405,17680,0,0,0,1500,notdefault
80000,27,0,0,0,0,74640,72565,63342,51529,20024,10000,4000,2000,notdefault
30000,38,-1,-1,-2,-1,315,923,2939,1993,923,2977,1999,3057,notdefault
20000,21,0,0,2,0,13660,15056,15400,12900,2000,1000,0,6600,notdefault
170000,30,-1,-1,-1,-2,364,14662,0,0,14662,0,0,1861,notdefault
360000,32,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
10000,22,0,-1,0,0,14896,12011,7929,7693,7000,4000,207,229,notdefault
500000,73,-2,-2,-2,-2,0,2826,2652,2835,2826,2652,2835,8896,default
200000,30,-2,-2,-2,-2,4833,6370,2342,810,6370,2342,810,10253,notdefault
150000,36,1,-2,-2,-2,0,-316,-632,-1264,0,0,0,1580,notdefault
300000,34,-1,-1,-1,-1,19357,5000,3744,8059,5032,3744,8059,3425,notdefault
20000,22,0,0,0,0,17958,18499,19762,19807,1329,1592,637,700,notdefault
30000,25,0,0,0,0,6122,7160,8185,9286,1300,1300,1400,500,notdefault
290000,27,0,0,0,0,240506,235475,240584,212024,8601,9300,8000,7612,notdefault
90000,29,-1,-1,-1,-1,6146,6193,0,3199,6198,200,3199,0,notdefault
50000,41,2,0,0,0,33343,31392,27315,-60,1502,1000,0,30070,notdefault
140000,41,0,0,0,0,144904,143827,141805,26141,10000,10000,5000,6000,default
120000,36,2,0,0,0,117492,104895,58743,60469,3985,3000,5000,0,default
170000,41,0,-1,-1,-1,21170,9698,7360,6380,9734,7373,6380,11937,notdefault
200000,42,0,0,0,0,76929,74701,69669,13877,5000,4070,3000,2078,notdefault
180000,28,-1,-1,-1,-1,26000,5480,5960,600,5488,5960,600,6800,notdefault
120000,61,1,2,0,0,121709,78369,61849,57737,99,8800,2700,3000,default
90000,24,0,0,0,0,17584,18377,18496,11716,2000,1300,2000,67,notdefault
50000,45,0,0,-2,-2,51400,0,0,0,0,0,0,0,notdefault
60000,25,0,0,2,0,34733,37460,36558,37945,3600,0,2000,1600,default
30000,53,-1,-1,-1,-1,1598,2487,0,4810,2487,0,4810,2796,default
200000,33,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
240000,29,-1,-1,-1,-2,3647,2530,464,1316,2535,464,1316,1104,notdefault
50000,26,0,0,0,-2,50419,40200,0,0,1000,0,0,0,default
80000,29,-1,-1,2,-1,6441,14342,6187,7757,14349,5,7761,8460,notdefault
150000,30,-1,-1,-1,-1,4205,1264,10830,2501,1264,10830,2501,4461,notdefault
160000,32,0,0,0,0,56099,41085,35673,28880,3000,3030,2000,5000,notdefault
360000,42,-1,-1,2,2,10000,893,1224,331,893,331,0,0,notdefault
360000,41,-2,-2,-2,-2,0,0,0,0,0,0,0,0,default
60000,28,0,0,0,2,30567,31274,34455,35094,1519,3700,1500,0,notdefault
230000,35,0,0,-2,-2,22909,0,0,0,0,0,0,0,notdefault
20000,23,-1,-1,-1,-1,14697,11983,4098,14899,12483,4098,14899,10170,notdefault
400000,44,-1,-1,-1,-1,4482,-10,1903,850,0,1913,850,808,notdefault
70000,25,4,3,2,0,30542,29780,28968,29540,0,0,2032,1069,default
90000,25,0,0,0,0,25806,16919,17566,8718,1619,1266,1048,1032,notdefault
260000,26,-1,-1,-2,-2,28,-288,-604,-920,288,1236,316,316,notdefault
70000,24,1,2,2,2,15932,16879,16315,17099,1500,0,1355,0,default
100000,29,-1,-1,-1,-1,3262,3262,326,6198,3262,326,6198,326,notdefault
350000,42,0,0,0,0,347790,352600,299797,218973,13000,11000,8232,7000,default
50000,33,0,0,0,0,26740,12498,16264,17918,2000,4000,2000,1000,notdefault
50000,23,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
280000,32,-1,-1,-1,-1,45536,11509,2110,2121,11509,5000,2121,6789,notdefault
260000,36,0,0,-1,-1,10942,7045,246,7156,3000,246,7178,5164,notdefault
80000,31,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
50000,41,0,0,2,0,22358,23257,23192,24073,1900,1000,1500,891,notdefault
80000,31,-1,-1,-1,-1,5759,8395,1768,4284,8414,1775,4284,7202,notdefault
10000,47,0,0,0,0,8884,8689,9449,6376,1159,3001,350,3002,notdefault
250000,29,2,2,2,2,124780,127168,125721,122209,5900,4500,0,5954,default
180000,33,-1,0,0,0,996,1999,2216,2301,1503,1400,250,228,default
150000,23,0,0,0,0,27338,23410,24410,27007,1403,1403,3000,2000,notdefault
50000,36,2,0,0,0,42380,40288,32631,29968,1901,1744,1027,1033,default
110000,29,2,0,0,0,106321,107630,106354,79154,4334,4250,2946,2506,default
80000,24,0,0,0,2,48578,50789,54936,55735,3000,5000,2300,2000,notdefault
20000,23,0,0,0,0,10478,11193,12207,14402,1193,1207,2402,2399,notdefault
50000,49,0,0,0,0,48909,47863,21489,20414,1676,1302,700,699,notdefault
50000,28,0,0,0,0,43206,42105,40591,31609,2100,2021,1500,1009,notdefault
90000,23,0,0,0,0,88015,69701,52046,42541,5640,16021,13280,8571,notdefault
150000,29,-1,-1,-1,-1,962,5868,15218,15965,5868,15283,15972,9275,notdefault
300000,35,-1,-1,-1,-1,103,344,891,889,344,891,889,889,notdefault
80000,38,0,0,0,0,40356,25023,16392,7467,1631,1432,1000,520,notdefault
290000,35,-1,-1,-1,-2,17397,11754,28874,77790,12556,29020,78178,8572,notdefault
430000,51,0,0,0,0,416090,422898,409626,417113,17107,20015,18027,14015,notdefault
50000,24,-1,-1,-2,-2,2675,0,0,0,0,0,0,0,default
50000,45,0,0,0,0,49375,45390,46210,46549,1721,2321,1660,3000,notdefault
180000,55,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
450000,46,-1,-1,-1,-1,28205,3760,4148,2312,3793,4148,2312,6909,default
50000,37,0,0,0,0,37603,38672,39949,40225,2000,2200,1400,1000,default
80000,34,0,0,0,2,63343,65325,69261,67551,3000,5631,0,5000,notdefault
80000,45,0,0,2,0,8133,10978,10511,11529,3000,0,1200,1000,default
260000,34,-2,-2,-1,-1,916,2615,1580,920,2615,1586,920,730,notdefault
160000,42,-2,-2,-2,-2,51997,0,0,0,0,0,0,0,notdefault
250000,40,0,0,0,0,44930,137101,90801,0,120041,4435,0,1069,notdefault
20000,24,-1,0,0,-1,10361,19566,8746,3355,10000,1390,3355,7143,notdefault
320000,29,-1,-1,-1,-2,500,500,0,0,500,0,0,0,notdefault
20000,43,0,0,0,0,7470,8492,9547,20766,1145,1200,2000,3000,notdefault
600000,44,0,0,0,-1,140179,112498,82803,380337,5000,8340,380478,12625,notdefault
120000,23,0,0,2,0,107934,123579,118117,77943,19000,8,3000,3000,notdefault
360000,45,0,-1,-1,-1,20137,3332,3542,6487,3332,3752,6487,3437,notdefault
50000,22,2,2,2,2,15006,14475,16227,16662,0,2000,1000,0,default
120000,30,2,2,2,2,69443,70896,72381,70629,3200,3200,0,6000,notdefault
50000,53,0,0,0,0,51320,50602,50095,34120,1952,1979,1495,1144,notdefault
400000,27,0,0,2,2,58995,63064,60984,61034,5000,0,500,39,notdefault
50000,38,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
150000,58,2,0,0,0,152767,152319,120458,98302,6251,5000,3903,2500,notdefault
30000,56,-1,0,0,-2,29033,17013,7024,7024,1283,7024,7024,7024,notdefault
210000,44,1,2,2,-2,19131,18447,0,0,0,0,0,0,default
200000,35,0,0,0,-1,6512,4312,0,2412,2000,0,2412,1396,notdefault
310000,28,-2,-1,0,0,3473,35890,29935,20339,201153,20146,3000,512,notdefault
240000,39,2,0,0,0,234661,234364,235982,239281,10200,10200,8725,9068,notdefault
30000,38,1,2,2,2,9303,9009,13861,13344,0,5000,0,1000,notdefault
240000,35,-1,-1,-1,0,3664,5770,10412,4578,5770,10420,1150,5928,default
220000,41,7,6,5,4,243234,238172,232446,227800,0,0,0,0,default
150000,37,1,2,2,0,108784,110405,106317,30906,4800,0,1240,1200,default
210000,30,-1,-1,-1,0,462,562,1864,932,1032,2234,0,932,notdefault
70000,32,1,2,2,2,67065,68358,69670,70918,3000,3000,3000,3000,default
100000,36,1,2,2,2,32196,31379,33862,35007,0,3000,2000,0,default
180000,24,-2,-2,-2,-2,2294,1290,2109,600,1296,2120,901,476,notdefault
30000,27,0,0,0,0,4527,7427,11013,16013,3000,6000,5000,327,notdefault
50000,25,2,3,2,2,43870,42891,43582,44561,0,1700,2000,1900,default
150000,37,0,0,0,0,6039,5837,8770,8740,3000,3014,3086,2000,notdefault
280000,31,-2,-2,-2,-2,0,0,0,787,0,0,787,1233,default
90000,50,0,0,-1,0,72840,0,13009,17405,0,13009,4627,3000,notdefault
30000,33,0,0,0,0,28700,28639,30171,29322,1800,2300,1508,1000,notdefault
20000,56,0,0,0,0,20180,19798,53069,17025,1500,1300,2513,2000,notdefault
140000,46,0,0,0,0,132586,135165,125427,128016,4800,4500,4600,4800,notdefault
270000,53,2,2,2,2,211630,209812,219829,214795,3000,15000,0,17000,default
340000,26,0,0,0,0,241720,221836,206485,196137,8000,10000,10000,8032,notdefault
500000,37,0,0,0,0,207205,208827,203696,201655,9755,7414,6940,7299,notdefault
20000,25,0,0,0,0,14447,15455,17562,17322,1552,2659,1419,606,notdefault
150000,43,0,0,0,0,90606,93496,94196,91550,4348,3229,3150,3348,notdefault
50000,27,0,0,0,0,48292,47171,37779,28424,2300,1900,1500,1194,notdefault
50000,26,0,0,0,0,37862,17545,18537,19941,1304,1296,1700,2,notdefault
20000,26,0,0,0,0,73404,75132,77264,74319,2600,2500,2000,1000,notdefault
80000,51,0,0,0,0,77499,77838,77790,80528,3000,3013,4000,2000,notdefault
110000,36,2,0,0,0,36152,37246,38340,39018,2000,2000,1500,1500,default
160000,31,-1,-1,-1,-1,3089,0,12548,0,0,12548,0,0,notdefault
